lat,lng,amenity,country,admin,name
-38.7434312,177.1602701,attraction,NZ,Hawke's Bay,Aniwaniwa Falls
-38.7450317,177.1624406,information,NZ,Hawke's Bay,Aniwaniwa Visitor Center
-43.5879129,172.8034185,parking,NZ,Canterbury,Godley Head Carpark
-36.8661991,174.7783286,cinema,NZ,Auckland,Event Cinemas
-36.8659353,174.7783937,swimming_pool,NZ,Auckland,The Olympic
-36.798189,174.7834468,fuel,NZ,Auckland,BP
-36.8151213,174.8060139,attraction,NZ,Auckland,Fort Takapuna
-36.8474612,174.7598806,pub,NZ,Auckland,The Empire
-36.8750629,174.7515416,bank,NZ,Auckland,Westpac Dominion Road
-38.1798866,175.212668,camp_site,NZ,Waikato,Camp Kiwi Holiday Park
-36.852036,174.7603682,police,NZ,Auckland,Central Auckland Police Station
-36.9226323,174.7834399,supermarket,NZ,Auckland,Countdown Onehunga
-38.9866792,177.7920173,attraction,NZ,Hawke's Bay,Morere Hot Springs
-36.830819,174.7973418,bank,NZ,Auckland,Westpac
-36.8305489,174.7975149,restaurant,NZ,Auckland,Manuka
-36.8805974,174.725027,fuel,NZ,Auckland,Z
-36.8740587,174.741813,fuel,NZ,Auckland,Mobil
-46.4440182,169.8028351,parking,NZ,Otago,Roaring Bay
-36.7517865,174.7280984,bus_station,NZ,Auckland,Constellation
-36.7615159,174.738077,bus_station,NZ,Auckland,Sunnynook
-36.8706483,174.7485282,fuel,NZ,Auckland,Gull
-36.8760793,174.7508298,bank,NZ,Auckland,ANZ
-41.2941527,174.780531,hostel,NZ,Wellington,Wellywood Backpackers
-41.2945163,174.7833025,hostel,NZ,Wellington,X-Base Backpackers
-41.292237,174.7801048,cinema,NZ,Wellington,Reading Cinema
-36.883834,174.735072,library,NZ,Auckland,Mount Albert Community Library
-45.7758804,170.7291783,attraction,NZ,Otago,Taiaroa Head
-45.8616445,170.6271828,castle,NZ,Otago,Larnach's Castle
-45.874007,170.5862926,garden,NZ,Otago,Glenfalloch Gardens
-41.2909669,174.7803162,fuel,NZ,Wellington,BP
-41.2860913,174.774553,parking,NZ,Wellington,Plimmer Towers Carpark
-41.2855431,174.774304,parking,NZ,Wellington,Gilmer Terrace Carpark
-41.290841,174.7741339,hotel,NZ,Wellington,Abel Tasman Hotel
-41.2906927,174.7736704,hotel,NZ,Wellington,Just Hotel
-41.2904741,174.7742333,parking,NZ,Wellington,The Willis Street Carpark
-41.2892997,174.7743762,hotel,NZ,Wellington,Hotel St. George
-41.2844464,174.774489,hotel,NZ,Wellington,James Cook
-41.2896835,174.7767278,hotel,NZ,Wellington,West Plaza Hotel
-41.2901406,174.7765194,parking,NZ,Wellington,The Lombard Carpark
-41.2888802,174.7765606,information,NZ,Wellington,Wellington i-Site
-36.8971391,174.7694581,place_of_worship,NZ,Auckland,Mercy Spiritiuality Centre
-41.2944994,174.7759886,parking,NZ,Wellington,Marion Street Car Park
-41.2952482,174.7749056,hotel,NZ,Wellington,Comfort Hotel
-41.2955115,174.7746954,hotel,NZ,Wellington,Quality Hotel
-36.9665396,174.7973338,fire_station,NZ,Auckland,Mangere Fire Station
-36.9674783,174.7977978,police,NZ,Auckland,Mangere Police Station
-36.919202,174.7220021,community_centre,NZ,Auckland,Lynfield Recreation Centre
-36.7841109,175.0109026,fuel,NZ,Auckland,BP
-41.2975165,174.7799081,department_store,NZ,Wellington,The Warehouse
-36.7881926,175.0813764,cafe,NZ,Auckland,4th Avenue Bar and Eatery
-36.7882111,175.0829263,cafe,NZ,Auckland,Charlie Farleys
-36.7922488,175.0796613,fuel,NZ,Auckland,Z
-41.5091561,173.9594077,information,NZ,Marlborough,Information Centre
-41.5090473,173.9599519,station,NZ,Marlborough,Blenheim
-36.7970197,175.0911013,viewpoint,NZ,Auckland,Kauri Grove
-41.292735,174.7730322,hotel,NZ,Wellington,Quest on Willis
-42.4167564,173.7070326,house,NZ,Canterbury,Fyffe House
-42.4027212,173.6832066,information,NZ,Canterbury,Kaikoura iSite
-36.8246358,174.6080738,library,NZ,Auckland,Massey Leisure Centre and Library
-43.5815852,172.6354362,restaurant,NZ,Canterbury,The Sign of the Takahe
-41.2925734,174.7747636,parking,NZ,Wellington,Leftbank Carpark
-43.3861226,170.1834367,motel,NZ,West Coast,Punga Grove Motel
-43.4251161,170.1688755,viewpoint,NZ,West Coast,Glacier Viewpoint
-43.8612216,169.0457377,information,NZ,West Coast,Department of Conservation Haast Pass Visitor Centre
-44.3970805,171.2514156,museum,NZ,Canterbury,South Canterbury Regional Museum
-45.1011589,170.9482782,motel,NZ,Otago,Holmes Hill Motel
-45.1028126,170.9700281,pub,NZ,Otago,Criterion Hotel
-46.3850243,169.7807072,motel,NZ,Otago,Nugget View and Kaka Point Motels
-46.3860867,169.7825791,pub,NZ,Otago,The Point
-46.5174347,169.5610674,attraction,NZ,Otago,Purakaunui Falls
-46.5918337,169.3569275,cafe,NZ,Otago,Whistling Frog Cafe
-46.5029615,169.4882271,viewpoint,NZ,Otago,Matai Falls
-46.5030875,169.4887635,viewpoint,NZ,Otago,Horseshoe falls
-41.2930957,174.7780166,parking,NZ,Wellington,Hope Gibbons Carpark
-46.6080396,169.3825051,attraction,NZ,Otago,Cathedral Caves
-46.5744103,169.4593358,viewpoint,NZ,Otago,Florence Hill Lookout
-46.6617964,169.0981496,attraction,NZ,Southland,Penguin Viewpoint
-46.6149494,168.338775,viewpoint,NZ,Southland,Bluff Hill Lookout
-46.674313,169.0016008,viewpoint,NZ,,Slope Point
-46.6600225,168.8470038,building,NZ,Southland,Waipapa Point Lighthouse
-41.1136597,174.4331899,building,NZ,,Brothers Island Lighthouse
-41.5278065,174.001204,building,NZ,Marlborough,Riverlands Cob Cottage
-46.4129029,168.3484121,cafe,NZ,Southland,Zookeepers Cafe
-41.284804,174.7752725,hotel,NZ,Wellington,City Life Hotel
-41.2856102,174.7748348,hotel,NZ,Wellington,Quest on Gilmer
-46.3530693,167.9503138,viewpoint,NZ,Southland,Scenic Lookout
-46.2279804,167.6690295,viewpoint,NZ,Southland,Lookout
-44.7210983,167.9478076,viewpoint,NZ,Southland,The Chasm
-41.2936502,174.7785545,place_of_worship,NZ,Wellington,Wesley Methodist Church
-41.2930794,174.7853283,hotel,NZ,Wellington,The Bay plaza Hotel
-45.0284211,168.0111809,viewpoint,NZ,Southland,Mirror Lakes
-41.2915663,174.7735983,pharmacy,NZ,Wellington,Alexander Pharmacy
-44.8051709,168.1018548,attraction,NZ,Southland,Marian Cascade
-44.6961983,168.1286271,viewpoint,NZ,Southland,Humboldt Falls Lookout
-36.8613634,174.7578395,pub,NZ,Auckland,The King's Arms
-45.2457117,168.7428677,viewpoint,NZ,Otago,Devil's Staircase Lookout
-45.0152091,168.7315866,fuel,NZ,Otago,BP
-39.4791718,176.8827766,hotel,NZ,Hawke's Bay,Bamboo Lodge
-41.4490742,175.2277048,nature_reserve,NZ,Wellington,Putangirua Pinnacles
-41.2951348,174.7828769,pub,NZ,Wellington,Cambridge Hotel
-41.2909046,174.7725742,hostel,NZ,Wellington,Rosemere Backpackers
-36.9242188,174.7020012,library,NZ,Auckland,Blockhouse Bay Library
-41.2952356,174.7837324,hotel,NZ,Wellington,Halswell Lodge
-41.2947106,174.7865578,motel,NZ,Wellington,Apollo Lodge Motel
-41.2993871,174.7837728,guest_house,NZ,Wellington,Richmond Guest House
-41.3006973,174.7838268,hostel,NZ,Wellington,Maple Lodge Backpackers
-35.6077332,173.5351216,parking,NZ,Northland,four sisters
-35.6006381,173.5280305,parking,NZ,Northland,Tane Mahuta
-35.3801805,174.0644082,station,NZ,Northland,Kawakawa
-41.2970489,174.7719778,childcare,NZ,Wellington,Moriah Kindergarten
-41.3062341,174.7781359,car_repair,NZ,Wellington,Beaurepaires
-41.2887978,174.7779919,kindergarten,NZ,Wellington,The Playground
-41.2819171,174.7780321,pharmacy,NZ,Wellington,Featherston Street Pharmacy
-41.2808913,174.7775565,parking,NZ,Wellington,Wilson
-41.2766696,174.7771013,parking,NZ,Wellington,Cathedral Carpark
-41.2801222,174.7754825,pharmacy,NZ,Wellington,The Terrace Pharmacy
-41.286663,174.7759719,pharmacy,NZ,Wellington,Radius Pharmacy
-41.2875852,174.7754378,pharmacy,NZ,Wellington,Unichem Pharmacy
-41.2877988,174.7753292,supermarket,NZ,Wellington,New World Metro
-41.2824718,174.7756117,pharmacy,NZ,Wellington,Radius Pharmacy
-41.293263,174.7731994,car_rental,NZ,Wellington,Apex Car Rental
-41.2924806,174.7686548,surveillance,NZ,Wellington,cctv
-41.2805603,174.7747499,parking,NZ,Wellington,North Terrace Car Park
-41.2825051,174.7742653,parking,NZ,Wellington,Clifton Car Park
-41.2836145,174.7747929,hotel,NZ,Wellington,Novotel
-41.2847432,174.7738231,hotel,NZ,Wellington,Quest Atrium
-41.2929178,174.7757913,pharmacy,NZ,Wellington,Amcal Cuba Mall Pharmacy
-41.2858296,174.7752628,hotel,NZ,Wellington,Travelodge
-41.3034624,174.7781469,place_of_worship,NZ,Wellington,St Pauls
-41.3019041,174.7798775,hospital,NZ,Wellington,Accident and Urgent Medical Centre
-41.301966,174.7797714,pharmacy,NZ,Wellington,After Hours Pharmacy
-44.1841598,170.1506179,camp_site,NZ,Canterbury,Pines Camp
-43.7185978,170.0935209,camp_site,NZ,Canterbury,White Horse Hill Camping Area
-41.3033811,174.7789486,fast_food,NZ,Wellington,Pizza Hut
-41.2937253,174.7815293,pharmacy,NZ,Wellington,UFS Pharmacy
-41.2956135,174.7826081,fast_food,NZ,Wellington,Domino's Pizza
-41.2936549,174.7836014,theatre,NZ,Wellington,Hannah Playhouse
-41.2936427,174.7812209,fast_food,NZ,Wellington,Burger King
-41.2911375,174.7802529,fast_food,NZ,Wellington,McDonald's Taranaki Street
-36.8940297,174.619445,convenience,NZ,Auckland,Night n Day
-39.6790086,175.8000742,fuel,NZ,Manawatu-Wanganui,BP Taihape
-39.9361361,175.5688986,fuel,NZ,Manawatu-Wanganui,BP
-39.9372154,175.5684694,fuel,NZ,Manawatu-Wanganui,Challenge!
-40.076455,175.3797268,supermarket,NZ,Manawatu-Wanganui,New World
-40.2263549,175.5636416,pub,NZ,Manawatu-Wanganui,Feilding Hotel
-40.2253232,175.5640595,pub,NZ,Manawatu-Wanganui,Drovers Return
-40.2248522,175.5666655,fuel,NZ,Manawatu-Wanganui,BP Feilding
-40.0687277,175.3758129,library,NZ,Manawatu-Wanganui,Marton Library
-40.0679639,175.3782749,supermarket,NZ,Manawatu-Wanganui,Countdown
-39.6770337,175.798562,supermarket,NZ,Manawatu-Wanganui,New World Taihape
-43.5302439,172.5753513,post_office,NZ,Canterbury,NZ Post Office
