lat,lng,name,website
-45.8617694,170.5102535,BP Regent,
-40.9508263,175.6632759,Masterton Police Station,
-36.9607889,174.8020811,Nga Whare Waatea,
-36.9525566,174.7997196,Mobil,
-36.8774024,174.7071034,Carringtons Cafe,
-37.1374877,174.8844236,Caltex,
-37.2097583,174.7505593,Caltex,
-37.2478676,174.7344591,Gasoline Alley Services,
-36.8958979,174.8405627,Wendys,
-36.8931326,174.8378154,Placemakers Mt Wellington,www.placemakers.co.nz
-36.8962669,174.8407451,Z,
-36.8858916,174.8029156,Mobil,
-36.8877640,174.8286612,Abbotts Way Veterinary Clinic,
-40.8066788,175.1239356,Te Horo Rural Fire Force,
-36.8761068,174.7058118,Rimu Hostel,
-36.8821682,174.7096466,Mount Albert  Kindergarten,
-36.8820931,174.7091247,Te Puna Reo,
-36.8517656,174.7638327,Burger King,
-45.8697634,170.5061404,ANZ 300 George Street,
-45.8697524,170.5059187,National Bank Dunedin,
-45.8699771,170.5060259,ASB Dunedin,
-45.8670411,170.5112341,National Bank Otago University,
-45.8669262,170.5106587,BNZ Otago University,
-45.2513559,169.3885159,BP,
-45.2507970,169.3871427,Alexandra Bakery,
-45.2525493,169.3890953,Caltex,
-45.2526834,169.3900126,KFC,
-45.2522198,169.3953215,Shell,
-45.2527155,169.3889451,Subway,
-36.8780176,174.6327274,Wai Health,
-40.9058116,174.9989751,Paraparaumu Fire Station,
-36.7616539,174.7486226,Forrest Hill Veterinary Clinic,
-40.9576669,175.6473354,Mobil Kuripuni,
-40.9505042,175.6609018,ANZ Masterton South,
-43.5246298,172.6712448,Woodham Park,
-37.7352864,176.1628874,Ohouiti Superette,
-37.0876854,174.9398340,Autobahn Cafe,
-37.0873431,174.9397589,McDonald's,
-44.6943118,169.0491111,Roys Peak,
-40.9563818,173.0369236,Cleopatras Pool,
-36.8453947,174.7475329,Bishop's Residence,
-36.8466202,174.7446690,Leys Institute,
-41.1258600,175.0706582,Upper Hutt Station,
-42.4862924,173.2320619,The Doone Grave,
-42.5077352,173.1535322,Mt Lyford Lodge,
-37.6404418,176.1825972,Mount Maunganui Police,
-43.1803717,170.9823337,Neave Hut,
-43.2799199,170.9642568,Reischek Hut,
-43.2685912,170.9653641,Louper Bivvy,
-43.1570865,170.9893372,Wilkinson Hut,
-41.3259911,174.8369163,Seatoun Kindergarten,
-41.2100771,174.9047603,Lower Hutt Queensgate,
-36.9054183,174.6855566,ANZ,
-36.8848007,174.7145973,Hell Pizza,
-36.9094913,174.6809215,Lonestar Cafe,
-36.8711132,174.7467434,Kingsland Lodge,
-36.8722591,174.7443235,Kingslander,
-36.8682713,174.7203878,Cobb &Co,
-36.8684516,174.7201303,Community Hall,
-36.9339704,174.5777133,Waiatarua Volunteer Fire Brigade,
-36.9425155,174.4645284,BP Surf Rescue,
-36.9431026,174.4661810,North Piha Campsite,
-36.9560679,174.4767178,Piha Surf Accommodation,
-36.9536108,174.4729522,Piha Store,
-36.9425081,174.4649007,Barnett Hall,
-36.9534987,174.4731752,Osteopathic Clinic,
-36.9545004,174.4730205,Piha Motor Camp,
-36.9422385,174.4646919,PIha Sea Verge,
-36.9536429,174.4722505,Library,
-36.9537170,174.4728745,Post Office,
-36.9557978,174.4765454,Surf Shop,
-36.9426330,174.4649280,Piha Pre School,
-43.5554684,172.6965702,Woolston Fire Station,
-36.6115720,174.3396570,Macadamia Orchard Shop and Cafe,
-36.5602961,174.3170194,South Head Golf Club,
-36.7691142,174.4926255,Waimauku RSA,
-36.8775384,175.0374170,Kindergarten,
-36.8803935,175.0336926,GAS,
-36.8823256,175.0177841,Nga Hau E Wha [Four Winds],
-36.9290020,174.9157922,BP,
-36.9305694,174.9148530,The Warehouse,
-36.9273827,174.8980918,BP,
-36.9262092,174.8951463,Z,
-36.9293596,174.9098934,KFC,
-36.9301684,174.9108149,Countdown,
-36.9296091,174.9093344,Wendys,
-36.9148179,174.8714462,Gull,
-36.9253442,174.8904642,Mobil,
-36.8801892,174.9956388,Log Cabin,
-36.8827866,174.9967634,The Burger Shack,
-36.8807064,174.9941568,Beachlands Boating Club,
-36.8864409,174.9996517,Beachlands Volunteer Fire Brigade,
-45.8598271,170.5147779,BP 2Go,
-37.0600235,174.9402516,McDonald's Papakura,
-37.0477600,174.9264171,McDonald's,
-37.0064308,174.7910190,McDonald's Auckland Airport Domestic,
-38.0644061,176.3607009,Hell's Gate,
-37.8163135,175.7711421,Matamata,
-37.8077496,175.7695824,Matamata Volunteer Fire Brigade,
-36.8821971,174.6339325,Tonys,
-36.8830761,175.0427168,Community Hall,
-36.8858627,174.6419787,Gengy's,
-36.8856224,174.6426225,Dalma Court  Motel,
-40.9502469,175.6635816,Masterton District Court,
-41.1242690,175.0739455,McDonald's,
-39.0563092,174.0741954,Centre City Shopping Centre,
-39.0571964,174.0740881,PostShop,
-39.0575099,174.0720133,Puke Ariki Library,
-40.9363416,174.9775002,Lembas,
-36.7738594,174.5513249,Bakery + Cafe,
-36.8178497,174.7451471,Sausalito,
-36.8179699,174.7451620,The Bridgeway,
-44.5481010,168.3743670,Daleys Flat Hut,
-44.5216793,168.5545191,Dart Hut,
-43.6040160,172.6505290,seat,
-43.6044220,172.6497695,seat,
-36.8811884,174.6377386,Henderson Medical Centre,
-36.8797639,174.7828081,Epsom Medical Centre,
-36.8983746,174.6988019,Avondale  Medical Centre,
-36.7411724,174.7109082,Rosedale Motel,
-36.7413727,174.7109373,Rosedale Plaza Restaurant,
-36.7430129,174.6924497,Albany Family Medical Centre,
-41.3316753,173.2809505,Jenkins Hill,
-36.8219047,174.6080094,Subway,
-36.8218102,174.6079772,Westgate Takeaways,
-36.8217844,174.6084171,Hell's Pizza,
-36.8184119,174.6292332,Tony's Takeaways,
-36.7585787,174.7404054,Glenfield Grehyounds Rugby League,
-36.7480168,174.7388531,North harbour Medical Centre,
-36.7586905,174.7407165,Playcentre,
-36.7586647,174.7410598,Sunnynook Community Centre,
-36.7605208,174.7345751,Totaravale Playcentre,
-36.7522930,174.7224177,Meadowood Community Centre,
-36.7526889,174.7225157,Meadowood Community House,
-36.7959723,174.7541386,Medical on Akoranga,
-36.7977406,174.7564056,Lime Cafe,
-36.7949827,174.7553580,Te Puna Hauora Health Clinic,
-36.7966521,174.7570959,Subway,
-36.7977550,174.7568277,University Bookshop,
-36.7314147,174.7055408,Albany Mega Centre,
-37.0314925,174.8685216,McDonald's Clendon Park,
-37.0007260,174.7908171,McDonald's Auckland Airport,
-36.7784398,174.7224777,Glenfield Kindergarten,
-36.7754007,174.7220799,Glenfield Hall,
-36.7728976,174.7418224,BP,
-36.7357663,174.7269067,Burger King,
-36.7353132,174.7269975,BP,
-36.7281258,174.7104832,New World Albany,
-36.8619557,174.7503678,McDonalds,
-36.8728205,174.7687170,Cairnhill Health Centre,
-41.0912208,174.8672999,McDonald's Mana,
-41.2102573,174.9055749,Farmers,
-41.2106285,174.9070877,The Warehouse,
-41.2598831,174.9442785,McDonald's Wainuiomata,
-41.2603105,174.9438385,Countdown Wainuiomata,
-43.4959316,172.6887608,Parnwell Superette,
-43.4954218,172.6885854,Burwood Pharmacy,
-43.4955677,172.6883815,Cossar Street Takeaways,
-36.9038039,174.6882870,Gengys,
-36.6032560,174.6955440,Hibiscus Coast Dental Centre,
-36.6488814,174.6423167,Caltex,
-36.6063813,174.6899354,Silverdale Fire Station,
-36.6355081,174.7456500,BP,
-36.6362752,174.7461255,Countdown,
-36.6018436,174.7075992,Red Beach Squash and Surrf Club,
-36.6355674,174.7400922,Raviz,
-36.6377588,174.7472407,Doctors,
-36.6339721,174.7387082,Hell Pizza,
-36.6349043,174.7436094,Peninsula Dental Centre,
-36.6363300,174.7453100,Chang Thai,
-36.6340303,174.7387607,Subway,
-36.6321360,174.7490386,Whangaparaoa Playcentre,
-37.8222050,175.2233988,Chapel,
-37.8208028,175.2281039,Church College of NZ,
-36.9079593,174.6876409,Freyberg Restaurant,
-36.8737042,174.7362519,Hong Thai,
-36.6598299,174.6664329,Burger King,
-36.6600444,174.6669810,BP,
-36.6601312,174.6665831,Wild Bean Cafe,
-37.0115221,174.9090411,Rock Garden,
-37.0127526,174.9074437,Miko Cafe,
-37.0109027,174.9097671,African Gardens,
-37.0105057,174.9092320,The Potter Childrens Garden,
-37.0230789,174.8986590,Subway,
-37.1888289,174.8284876,Mauku Cricket Club,
-37.1887990,174.8268161,Patumahoe Rugby Football Club,
-37.1887130,174.8282999,Tennis Club,
-37.1877931,174.8280366,The Village Bar and Kitchen,
-37.1884569,174.8271503,War Memorial Hall,
-37.1881123,174.8270206,Patumahoe Hotel,
-37.1929138,174.7606720,Glenbrook War Memorial Hall,
-43.4955475,172.6885317,Liquor Avenue,
-43.4958539,172.6889666,Burwood Auto Services,
-37.2289650,174.8935996,Pukekohe Hill,
-37.1987285,174.9041153,KFC,
-37.2005049,174.9034434,Muang Thai,
-37.1926098,174.9040367,Touchwood Motor Lodge,
-37.1995888,174.9039465,Hell Pizza,
-37.1998482,174.9024559,Bank of New Zealand,
-37.2000980,174.9030062,Bazzas Restaurant,
-37.1992955,174.9035555,BP,
-37.1899358,174.9023483,Pukekohe Motel,
-37.2006250,174.9057577,Subway,
-37.1996962,174.9054356,McDonalds,
-37.2104208,174.8919594,Pukekohe Indian Association,
-37.2044169,174.8979477,Pukekohe Volunteer Fire Brigade,
-37.2104208,174.8896527,Nehru Hall,
-37.2042614,174.9030672,Scout and Guide Hall,
-37.2076514,174.9050279,Childcare Centre,
-37.2065583,174.9013058,Pukekohe Netball Centre,
-37.2031546,174.9036306,Pukekohe Veterinary Centre,
-37.2025625,174.9037358,Pukekohe RSA,
-37.2117351,174.9017187,Pukekohe Cosmopolitan Club,
-37.1917438,174.9014509,Hickey Dam Site,
-37.2483437,174.7299786,The Portside Bar,
-37.2512341,174.7303599,Franklin Vets,
-37.2508892,174.7301553,Waiuku Police,
-37.2498678,174.7309666,BNZ,
-37.2484669,174.7300552,The Kentish Hotel,
-37.2496913,174.7309280,ANZ,
-46.4117399,168.3525199,Esk Street No 1,
-46.4106700,168.3532700,Don Street Toilets,
-46.4120400,168.3543700,Esk Street No 2,
-37.2473332,174.7288268,Waiuku Museum,
-37.2479267,174.7286605,Waiuku Civic Centre,
-37.2488091,174.7302195,Kinnaree Thai,
-37.2329497,174.7275343,Yacht Club,
-37.2524561,174.7253137,Nick's Cafe,
-37.2525376,174.7256509,Waiuku Health Plus,
-46.4117000,168.3467100,Tay Street,
-46.4124505,168.3484800,Tay Central,
-46.4315505,168.4218625,Seaward Bush Scenic Reserve,
-46.4117399,168.3514200,H & J Smiths Car Park,
-46.4133308,168.3564991,First Presbyterian Church,
-37.2474314,174.7290816,Waiuku Volunteer Fire Brigade,
-37.2550967,174.7288629,Waiuku Scouts and Guides,
-37.2492992,174.7492039,Waiuku Motel,
-37.2512918,174.7310729,Waiuku Memorial Hall,
-37.2494290,174.7299459,Subway,
-46.4109315,168.3518531,Don Street Car Park,
-46.4106699,168.3532699,Don Street,
-37.2512883,174.7325620,Waiuku Cosmopolitan Club,
-37.2566635,174.7290438,Waiuku Lions Club,
-43.2004970,172.2509046,Map,
-37.2462588,174.7365564,Waiuku Golf and Squash Club,
-36.8706762,174.7104687,Sages Indian,
-36.8693386,174.7136116,ASB,
-41.2906478,174.7759210,McDonald's Manners Street,
-36.8572933,174.7479880,Burger Fuel,
-36.8556208,174.7465344,One2One,
-36.8575309,174.7491026,Thai House,
-36.8536161,174.7631510,Tanuki,
-36.8516172,174.7446886,Thai Me Up,
-36.8538284,174.7457975,Snatch,
-36.8507208,174.7443470,GPK,
-36.8543730,174.7460604,Ponsonby Road Bistro,
-36.8599668,174.7669535,Grafton Oaks,
-36.8558483,174.7466178,Subway,
-36.8574322,174.7489337,Saffron,
-36.8523296,174.7514162,Nishiki,
-36.8526609,174.7449821,Prego,
-36.8544760,174.7461073,Troys,
-36.8523500,174.7511774,Freemans Bay Pharmacy,
-37.2017705,174.9077383,Mobil,
-37.2023954,174.9078243,Pukekohe Police,
-46.4159700,168.3512699,St John'S Anglican Church,
-46.4075199,168.3606799,Water Tower,
-46.4000699,168.3531000,Queens Park,
-46.3848100,168.3571399,Thomsons Bush,
-46.4072408,168.3809280,Sport Center Invercargill,
-46.3973199,168.3932800,Ascot Park Raceway,
-46.4409899,168.2620501,Teretonga Motor Racing Circuit,
-46.4292500,168.2669301,Fosbender Park,
-36.8561860,174.6296131,Columbus Coffee,
-36.8480770,174.6381366,Refuse Transfer Station,
-36.8687458,174.6658692,Envirowaste Refuse Transfer Station,
-36.8630817,174.6297120,Burger King,
-36.9963441,174.6038046,Jubilee Plaque,
-37.0047621,174.5622822,Huia Settlers Museum,
-37.0046822,174.5644472,Manukau Timber Company Heritage Trail,
-37.0046941,174.5623439,Manukau Timber Company Heritage Trail,
-37.0063988,174.5641968,Manukau Timber Company Heritage Trail,
-43.4887457,172.5480499,US APO,
-46.3626500,168.7112100,Seaward Downs Scenic Reserve,
-46.6014300,168.3699300,Captain Stirling Grave,
-36.7100010,174.7283004,Z,
-36.6777715,174.7194089,Okura Community Hall,
-36.8423715,174.7644909,i-SITE,
-36.6181232,174.6761083,Riverside,
-36.6182783,174.6769239,Silverdale Hall,
-36.6174891,174.6768483,Mr T Food Bar and Cafe,
-36.6188456,174.6767198,Silverdale Medical Centre,
-36.6487024,175.4822521,Colville Farm Holidays,
-36.6153079,174.7917565,Gulf Harbour Lodge,
-36.6285897,174.7583574,Manly Sailing Club,
-36.7482856,175.5373467,Mangagataururu,
-38.1426022,176.2505221,Funky Green Voyager,
-38.6872772,176.0696197,Bank of New Zealand,
-39.1717271,175.3966427,Howard's Mountain Lodge,http://www​.howardslodge.co.nz/
-41.2718570,173.2786720,The Warehouse,
-41.0048717,173.0090225,MSK Marahau Sea Kayaks,
-40.8946007,173.0506555,Tonga Quarry,
-40.9161590,173.0483886,Bark Bay Hut,
-40.9567691,173.0584732,Anchorage,
-40.8627870,173.0428869,Awaroa Lodge,
-40.8648315,173.0185978,Awaroa camp site,
-40.9486478,173.0664246,Pitt Head,
-40.9168796,173.0505345,Bark Bay,
-40.9568270,173.0574768,Anchorage Hut,
-42.4003979,173.6808737,Adelphi Lodge,
-36.9383219,174.6541193,Bush Markers,
-36.8646265,174.6301663,Lincoln Road Pharmacy,
-36.6315343,174.7626275,Thai Manly Restaurant,
-46.3423900,169.0953800,Catlins Forest Park,
-46.3262500,169.0019800,Catlins  Forest Park,
-46.4769700,169.0212200,Catlins Forest Park,
-46.4374900,168.9896200,Catlins Forest Park,
-46.5909600,169.0315200,Catlins Forest Park,
-46.6173900,168.9312700,Catlins Forest Park,
-46.8872400,168.1272100,Baker Park,
-46.6918900,167.7911000,Long Harry Hut,
-44.1059220,169.3519749,Haast Pass lookout,
-44.0782277,169.3861305,Fantail  Falls,
-44.6943876,169.1345725,i-SITE,
-44.6894875,169.1322572,Wanakabakpaka,
-45.4895678,167.7101296,Barnyard Backpackers,
-45.4146455,167.7149516,Fresh Choice,
-45.0620729,167.9936194,Eglinton Valley,
-45.8748459,170.5030205,i-SITE,
-45.8804174,170.4960711,Ramsay Lodge,
-45.7761757,170.7284067,Taiaroa Albatross Colony,
-45.8238720,170.7217773,Small Pyramid,
-43.5297408,172.6564811,The Old Countryhouse,
-43.8040352,172.9681661,Akaroa Auto centre,
-36.8633422,174.6297463,Hell Pizza,
-36.8633637,174.6299285,Burger Fuel,
-41.3079167,174.7779856,Four Seasons Florist,
-41.3080098,174.7780230,The Curry Pot,
-43.3894667,170.1828890,Montrose Backpackers,
-36.8633165,174.6295798,ASB,
-41.2933265,174.7816072,The Malthouse,
-46.0962300,168.9597600,Hamilton Park,
-46.1133900,168.9415700,Gore Hospital,
-36.8662666,174.6292912,Valentines,
-36.8692184,174.6280880,Lincoln Court Motel,
-36.8687984,174.6290365,Ratanui Medical Centre,
-36.8626325,174.6301425,Icon Restaurant and Bar,
-36.8562458,174.6306789,Bunnings,
-36.8496607,174.7725085,High Court,
-39.6333737,176.8342896,Jaycar Electronics,
-44.8450779,168.3487788,Kinloch Cafe,
-36.9666179,174.8259319,Mangere East Community Centre,
-36.9666078,174.8257144,Mangere East Library,
-36.9537778,174.8074691,Favona Kindergarten,
-36.9607166,174.8327855,Norfolk Pine Lodge,
-36.9604081,174.8321803,BP,
-36.9698247,174.8309866,Kotiri Kindergarten,
-36.9676556,174.8254500,Manukau City AFC,
-36.9573937,174.8335906,Burger King,
-36.9606000,174.8319519,McDonalds,
-36.9578694,174.8333340,Caltex,
-36.9575951,174.8102885,Gadsby Lodge,
-36.9664186,174.8251516,KFC,
-36.8432330,174.7640650,The Carpark,
-36.5889106,174.6787254,Caltex,
-36.5848386,174.6899607,Orewa Tennis Club,
-36.5850051,174.6890713,Orewa Badminton,
-36.5867783,174.6931059,Community Constable,
-36.5784721,174.6873892,Clock Tower,
-36.5860440,174.6860214,Orewa Bridge Club,
-36.5864287,174.6955063,The Ship and Anchor Restaurant and Bar,
-36.5885832,174.6943161,Orewa Health Services,
-36.5842193,174.6941874,Four Seasons Motel,
-36.5850769,174.6944485,McDonalds,
-36.5883626,174.6929428,Orewa Dental Centre,
-36.5874293,174.6961322,Orewa Medical Centre,
-36.5810321,174.6932485,Edgewater Motel,
-36.5867543,174.6944351,Orewa Library,
-36.5816418,174.6930908,Hibiscus Coast Palms Motel,
-36.5881461,174.6941934,Lumino The Dentists,
-36.5813563,174.6929776,Clipper Court Motel,
-36.5800573,174.6928659,Waves Motel,
-36.5853079,174.6926065,Orewa Beach Vet Clinic,
-39.4939366,176.9159224,Vautier Street Pay and Display,
-36.7757624,174.6698233,Care Chemist,
-36.7763748,174.6703888,Greenhithe Volunteer Fire Brigade,
-39.5089272,176.9150364,Shell's Fisn n Fries,
-36.8646779,174.7607969,Squid Row,
-36.8646015,174.7606615,French Connection Restaurant and Cafe,
-36.8645542,174.7608551,French Cafe,
-39.0471568,174.1146543,Countdown,
-41.2285807,174.8894668,Fish Bouys,
-41.2748468,174.7764203,Kingsgate Hotel,
-39.6378780,176.8386362,Z,
-36.3978345,174.6612745,Wakworth Police Station,
-36.3988097,174.6648313,Warkworth Four Square,
-36.3995963,174.6660704,Warkworth Medical Pharmacy,
-36.3996220,174.6661213,Kawau Bay Health,
-36.4011343,174.6636651,Warkworth Volunteer Fire Brigade,
-39.6366102,176.8368820,Pak N Sav,
-39.6363122,176.8375277,Nissan,
-39.6361711,176.8368346,McDonalds,
-39.6348852,176.8356143,Claremonte Lodge,
-39.6346360,176.8351252,Beresford Auto,
-39.6339632,176.8345002,Freedom Furniture,
-39.6337398,176.8343454,Church Jesus Christ of Latter Day Saints,
-39.6450935,176.8450796,Hawkes Bay Opera House,
-39.6446577,176.8474467,New World,
-39.6424308,176.8452914,Hawkes Bay Today,
-43.5666709,172.7591109,Poseidon,
-43.5189253,172.5525639,Staveley Fish Supply,
-43.5170192,172.5538621,Avonhead tavern,
-41.3120125,174.9005986,Butterfly Creek,
-36.5923048,174.6866483,Sundial,
-36.5902878,174.6978172,BP,
-36.5926479,174.6985022,Beachcomber Motel,
-36.5916356,174.6897083,Orewa Arts and Events Centre,
-36.5884351,174.6967954,Orewa Motor Lodge,
-36.5982613,174.6977985,Orewa Visitor Information,
-36.5876805,174.6944278,Bay Audiology,
-36.5877131,174.6968008,Subway,
-36.5875352,174.6948826,The Pioneer,
-36.5872732,174.6939955,Hibiscus Radiology,
-36.5976417,174.6970281,Hibiscus Coast Youth Centre,
-36.5980802,174.6975024,Hibiscus Coast  Community House,
-36.5886865,174.6943296,Orewa Veterinary Centre,
-36.5923655,174.6995149,Surf Lifesaving Centre,
-41.4137102,173.2767929,Browning Hut,
-41.3459977,173.3572745,Coppermine Saddle,
-36.4330422,174.7434201,Algies Bay Yacht Club,
-36.4234015,174.7264240,Mahurangi East Volunteer Fire Brigade,
-36.4207630,174.7237827,Snells Beach Police Station,
-36.4202831,174.7233509,Four Square,
-36.4194915,174.7236930,Skillet and Fillet,
-39.5417322,176.8724947,Old Church,
-39.4994415,176.9184670,Pebble Beach Motel Inn,
-39.5001812,176.9184407,Bluewater Lodge,
-36.5591117,174.7003751,Pinehaven Lodge,
-36.5591930,174.6999385,Cotlands Lodge,
-36.5424831,174.7019811,Waiwera Motel,
-39.5100267,176.9167593,Creagh Street Store,
-39.4972760,176.9174820,Briscoes,
-39.4954458,176.9174052,Warehouse,
-39.4889342,176.9168293,Anglican Cathedral,
-36.9361582,174.9095350,Academy at Botany Motor Inn,
-36.9389254,174.9088821,Botany Motor Inn,
-36.9488151,174.9061905,Gull,
-36.9410738,174.9089993,Kindercare,
-36.5920744,174.6885338,Orewa Kindergarten,
-43.5171269,172.5538583,Red Berry,
-43.5194276,172.5797584,Mobil Creyke Road,
-39.5410854,176.8749687,Meeanee Garden Crafts,
-43.5452509,172.6365423,CBS Canterbury Sydenham,
-39.4190170,176.8661431,Bay View Pumps,
-39.4189853,176.8664940,Bay View four Square,
-39.4188757,176.8672510,St George,
-36.8623022,174.7612550,The Bean,
-36.8624448,174.7611752,Ginas,
-36.8407169,174.7648189,Limon,
-36.8405706,174.7648788,Buffalo,
-36.8408535,174.7647530,Y-Not,
-36.8432253,174.7624639,Outlaws Bar,
-36.8431141,174.7625502,Kanpai,
-36.8580640,174.7604466,Ironbar,
-36.8473292,174.7793889,Mobil,
-36.8419706,174.7644205,Wildfire,
-36.8410549,174.7646901,Neptune Cafe and Bar,
-36.8416590,174.7644504,Euro,
-36.8449960,174.7569958,Westpac,
-36.8404297,174.7649122,Ocean View Buffet,
-39.5831891,176.9165347,War Memorial,
-46.4270920,168.3612270,Westpac Invercargill South,
-46.4270850,168.3602960,Bin Inn Invercargill,http://www.bininn.co.nz/
-46.4270956,168.3608077,Salvation Army Family Store,http://www.salvationarmy.org.nz/
-46.4277820,168.3612480,Glasines Cafe,
-46.4273730,168.3615000,Payphone,
-46.4270970,168.3612446,Westpac Invercargill South Atm,
-46.4278900,168.3616880,Subway Martin St,
-46.4278960,168.3618220,Time After Time B.Y.O. Colours,
-46.4278980,168.3619230,Martin Street Takeaways,
-46.4279620,168.3612570,South Invercargill TAB Agency,
-46.4278300,168.3611440,Pizza Hut Invercargill,
-46.4276050,168.3612550,Kiwibank Quickcash ATM South Invercargill PostShop,
-46.4278790,168.3612480,NZCU South ATM,
-46.4276640,168.3612161,KiwiBank,http://www.kiwibank.co.nz/
-46.4277270,168.3618950,United Video South City Invercargill,
-46.4273040,168.3616590,New World Elles Road,
-35.3818248,174.0655272,Kawakawa Police Station,
-35.3797978,174.0636331,Kawakawa Volunteer Fire Brigade,
-43.3894705,170.1820308,Franz Bookshop,
-43.3892039,170.1820592,Blue Ice Cafe,
-41.1240671,175.0729189,Subway,
-41.2845202,174.7377591,BNZ,
-41.2843836,174.7382274,Westpac,
-41.2846331,174.7374050,National,
-41.2848588,174.7363965,BP Karori,
-41.2848805,174.7375687,Karori Public Library,
-35.7397896,174.3018354,002,
-36.9060749,174.7741848,Greenwood Medical Centre,
-36.7637761,174.7563646,Shell,
-36.7244058,174.7291242,Oaktree Kindergarten,
-36.7308727,174.7336023,Buffet House,
-36.3887465,174.7301162,Sandspit,
-46.4090558,168.3458207,Dick Smith Electronics Invercargill,http://www.dse.co.nz
-36.9761607,174.8949839,Tupu Youth Library,
-36.9790000,174.8867438,Clover Park Community House,
-41.2867346,174.7284971,Karori Park Fish & Chips,
-41.2865237,174.7304732,Mud Cycles,
-39.5101202,176.8774568,Palmers,
-39.5094344,176.8785432,Placemakers,
-43.5296989,172.5996334,Chain Reaction Cycles,
-43.5297183,172.5993275,Pauls Camera Shop,
-43.5297960,172.6012910,PostShop,
-35.2271344,173.9468590,Homestead Restaurant & Bars,
-35.2278502,173.9488626,Rocksalt Bar & Restaurant,
-43.9645923,171.7729622,Boat Ramp,
-38.9776883,174.8337819,Joshua Morgan's Grave,
-43.7987871,170.1080938,John Lloyds Grave,
-38.5000962,177.0344628,Ohiro Urupa,
-42.9453330,173.2169703,John Browns Tomb,
-39.9241517,176.7224772,Charles Louis DePelichet,
-38.2496627,177.1125642,Rua's Grave,
-36.1153310,175.4248670,SS Wairarapa Graves,
-36.1285195,175.3602654,SS Wairarapa Graves,
-41.0721609,173.7036444,McLarens Grave,
-36.9617614,175.8423299,The Sailors Grave,
-39.4947928,176.8135115,Tomb of Alexander Alexander,
-43.8310197,170.1119466,John Browns Grave,
-46.2067800,168.4403200,Forest Hill Scenic Reserve,
-36.9247642,174.7016862,Pioneer's Mini Market,
-40.8114053,172.9146118,Tata Beach,
-44.3202104,169.1875279,Wharf Creek Boat Ramp,
-37.1103789,175.2989491,Kaiaua Boat Ramp,
-37.7247779,175.2291050,Pukete Boat Ramp,
-35.2463290,174.1174415,Tapeka Boat Ramp,
-41.2990731,173.5713107,Pelorus Bridge Cafe,
-41.2841100,174.7247382,Sunshine Kindergarten,
-39.4902437,176.9146206,Napier Municipal Theatre,
-46.1247200,168.8907600,Charlton Park Cemetery,
-37.0299553,174.9121286,Randwick Park Community House,
-37.0226282,174.9176374,Kindercare,
-37.0393124,174.9145023,Takanini Care Accident and Medical,
-39.4858385,176.9204945,Fishbike,
-36.8752415,174.7510161,Wendy's,
-36.8754126,174.7513439,Planet Cycles,
-36.7397141,174.4218617,Woodhill Bike Park,
-36.6952494,174.7509297,Thai Torbay,
-36.7092059,174.7271176,Shore Care Accident and Medical,
-36.6948837,174.7506729,Four Square,
-36.7036896,174.7510135,Tides Restaurant and Cafe,
-36.6994286,174.7503788,Torbay Kindergarten,
-36.6954459,174.7505292,Torbay Community Hall,
-36.6798833,174.7464292,Vaughan Historic Homestead,
-36.6952037,174.7508826,Lumino The Dentists,
-36.6959589,174.7520934,Spice2nite Indian,
-36.6965419,174.7528430,Mobil,
-36.6951252,174.7507659,Chand Indian,
-36.8969279,174.6854817,Avondale Motor Inn,
-36.4499419,174.7635522,Martins Bay,
-46.4061092,168.3478856,Anzac Memorial,
-39.5373730,176.8482758,McDonald's,
-39.5370852,176.8488642,Taradale Town Hall,
-39.5150870,176.8801505,Lisa Rose Motel,
-39.4982869,176.8921129,League Park Fish Supplies,
-39.4982485,176.8921598,Century Bakery,
-39.4973383,176.8929742,Napier Fire Station,
-39.4804923,176.8980369,Aozora,
-37.0434281,174.9201875,Burger King,
-37.0496506,174.9292068,Subway,
-37.0591143,174.9398557,Indian,
-37.0589332,174.9398004,Chinese,
-37.0580102,174.9401777,Wendys,
-37.0645227,174.9439766,Stampede,
-37.0651648,174.9450661,Papakura Police,
-36.8576425,174.7596789,Little Turkish Cafe,
-36.8575101,174.7588349,Calendar Girls,
-36.8570712,174.7586223,The Supper Club,
-36.8600778,174.7552309,Tangleball,http://www.tangleball.org.nz/
-36.8498680,174.7774212,Ace Car Rental (The Strand),
-39.5431573,176.8862681,Saint Thomas's Meeanee,
-39.6345558,176.8590229,Comfort Inn,
-39.6354422,176.8584752,Valdez,
-39.6349542,176.8582674,Karamu Way,
-45.9431632,169.2619865,Tapanui Volunteer Fire Brigade,http://www.fire.org.nz
-46.8982010,168.1270410,Oban Volunteer Fire Brigade,http://www.fire.org.nz
-46.1421034,168.3237259,Winton Volunteer Fire Brigade,http://www.fire.org.nz
-46.1497580,168.4185420,Browns Volunteer Fire Brigade,http://www.fire.org.nz
-46.4465800,168.3715600,Kingswell Fire Station,http://www.fire.org.nz
-46.3865651,169.7818566,Kaka Point Volunteer Fire Brigade,http://www.fire.org.nz
-46.4514965,169.6580967,Owaka Volunteer Fire Brigade,http://www.fire.org.nz
-46.2882296,168.0948598,Thornbury Volunteer Fire Brigade,http://www.fire.org.nz
-46.4103643,168.3566060,Invercargill Fire Station,http://www.fire.org.nz
-45.8995176,168.7402797,Riversdale Volunteer Fire Brigade,http://www.fire.org.nz
